id,cpf,status,due_date,created_at,updated_at,valor_total,data_pagamento,dias_atraso,valor_juros,valor_multa,valor_total_com_encargos,saldo_anterior,valor_iof,valor_juros_remuneratorios,valor_juros_mora,itemized_transactions,valor_pago,data_ultimo_pagamento
14e8be49-e138-4402-9c23-031b113a2bc2,38160081359,FECHADA,2026-07-14T18:00:00.000Z,2026-07-30T02:50:09.500Z,2026-08-15T03:07:38.063Z,3870.86,,0,0.00,77.42,,0.00,19.47,297.86,19.33,"[{""id"":""aafb9ad6-4ed3-4796-a52e-f606695ff624"",""date"":""2026-06-28T15:00:00.000Z"",""amount"":1720.38,""merchant"":""iFood"",""type"":""CREDIT""},{""id"":""238ec3d6-9973-4d2b-8a42-6682c1ac972f"",""date"":""2026-07-05T15:00:00.000Z"",""amount"":1290.29,""merchant"":""Mercado Livre"",""type"":""CREDIT""},{""id"":""e5e4d7dc-8427-49c8-88b9-1450bf0f48df"",""date"":""2026-07-02T15:00:00.000Z"",""amount"":860.19,""merchant"":""Farmacia Pague Menos"",""type"":""CREDIT""}]",0.00,
17050614-ccd5-4563-8366-b2f6ab3ec446,76782744325,FECHADA,2026-07-16T18:00:00.000Z,2026-08-01T05:39:20.174Z,2026-08-20T03:00:06.236Z,3870.86,,35,0.00,77.42,,0.00,19.47,297.86,19.33,"[{""id"":""22647c21-fa3f-4766-abad-59f1b68b0856"",""date"":""2026-07-01T15:00:00.000Z"",""amount"":1720.38,""merchant"":""Posto Shell"",""type"":""CREDIT""},{""id"":""87943a5a-a697-44b7-886e-2c05e98967dd"",""date"":""2026-07-05T15:00:00.000Z"",""amount"":1290.29,""merchant"":""Posto Shell"",""type"":""CREDIT""},{""id"":""a046b6ac-ab72-4ca3-91d3-a88ad5d2adbb"",""date"":""2026-06-30T15:00:00.000Z"",""amount"":860.19,""merchant"":""Zara"",""type"":""CREDIT""}]",0.00,
17484f56-47dc-4026-a461-5cc793eda719,42681570697,FECHADA,2026-08-20T21:00:00.000Z,2026-08-14T00:31:14.830Z,2026-08-14T00:31:14.830Z,643.36,,0,0.00,154.84,,3870.86,45.64,635.47,41.26,"[{""id"":""3b1b91aa-aba0-41b2-8003-467b7c0b319e"",""date"":""2026-07-26T06:39:41.119Z"",""amount"":142.97,""merchant"":""iFood"",""type"":""CREDIT""},{""id"":""49f76485-25ea-4f8e-b479-7da0b0ba98bf"",""date"":""2026-07-25T06:39:41.085Z"",""amount"":214.45,""merchant"":""Netflix"",""type"":""CREDIT""},{""id"":""16853b4a-0ea5-422c-8ba1-556ff9e3bfce"",""date"":""2026-07-24T06:39:41.070Z"",""amount"":285.94,""merchant"":""Zara"",""type"":""CREDIT""}]",0.00,
17bb3bb1-24fa-4d3b-b471-924995a08dbb,24930613945,FECHADA,2026-08-10T18:00:00.000Z,2026-08-04T00:02:57.317Z,2026-08-20T03:00:06.236Z,845.12,,10,0.00,77.42,,3870.86,22.33,476.59,30.94,"[{""id"":""b4c9c42a-ab21-41e0-b6bd-532cc2a3264c"",""date"":""2026-07-26T00:55:47.498Z"",""amount"":127.58,""merchant"":""Farmacia Pague Menos"",""type"":""CREDIT""},{""id"":""e3273f7d-733b-441d-a5e7-edce6bf91539"",""date"":""2026-07-25T00:55:47.489Z"",""amount"":170.11,""merchant"":""iFood"",""type"":""CREDIT""},{""id"":""9dedb8fa-bad5-4c16-914b-100f067c4716"",""date"":""2026-07-24T16:09:49.907Z"",""amount"":154.12,""merchant"":""iFood"",""type"":""CREDIT""},{""id"":""298ab1ef-1e1b-40a2-88d7-0e41548fd592"",""date"":""2026-07-23T00:55:47.503Z"",""amount"":85.06,""merchant"":""Mercado Livre"",""type"":""CREDIT""},{""id"":""535d6029-d5a1-44a9-9d6b-059120dd866c"",""date"":""2026-07-20T16:09:49.911Z"",""amount"":102.75,""merchant"":""Magazine Luiza"",""type"":""CREDIT""},{""id"":""b4d986cf-db24-4177-9357-6ff427e232ac"",""date"":""2026-07-17T16:09:49.903Z"",""amount"":205.5,""merchant"":""Netflix"",""type"":""CREDIT""}]",0.00,
196a5522-fbe9-4423-859e-d2982c24ee51,76671725950,FECHADA,2026-07-10T18:00:00.000Z,2026-07-26T00:55:44.111Z,2026-08-20T03:00:06.236Z,3870.86,,41,0.00,77.42,,0.00,19.47,297.86,19.33,"[{""id"":""43920155-cbb6-4ae9-bc9e-6cac4d21c63a"",""date"":""2026-07-01T15:00:00.000Z"",""amount"":1720.38,""merchant"":""Amazon BR"",""type"":""CREDIT""},{""id"":""a767029d-9c19-4a25-8c59-fb5a54917739"",""date"":""2026-07-01T15:00:00.000Z"",""amount"":1290.29,""merchant"":""Posto Shell"",""type"":""CREDIT""},{""id"":""7c712c42-0f09-4d2b-9777-7696c2b9e35c"",""date"":""2026-07-03T15:00:00.000Z"",""amount"":860.19,""merchant"":""Farmacia Pague Menos"",""type"":""CREDIT""}]",0.00,
1dee222a-efab-480d-a485-a628aebc998f,44794065574,FECHADA,2026-07-10T18:00:00.000Z,2026-07-26T00:55:44.001Z,2026-08-20T03:00:06.236Z,3870.86,,41,0.00,77.42,,0.00,19.47,297.86,19.33,"[{""id"":""16b1f84a-7d49-492a-b165-de645bae869c"",""date"":""2026-06-27T15:00:00.000Z"",""amount"":1720.38,""merchant"":""Mercado Livre"",""type"":""CREDIT""},{""id"":""27022517-cf06-4ec2-af62-854baefa03d7"",""date"":""2026-06-29T15:00:00.000Z"",""amount"":1290.29,""merchant"":""Posto Shell"",""type"":""CREDIT""},{""id"":""af2c2434-058e-457b-85e3-2e52bbbf4c5f"",""date"":""2026-06-24T15:00:00.000Z"",""amount"":860.19,""merchant"":""Amazon BR"",""type"":""CREDIT""}]",0.00,
1e0d8a7e-afd3-434e-b9c5-45bff680cbe6,20250513611,FECHADA,2026-08-10T18:00:00.000Z,2026-08-04T00:02:56.399Z,2026-08-20T03:00:06.236Z,1114.47,,10,0.00,77.42,,3870.86,22.33,476.59,30.94,"[{""id"":""557a7242-799e-47e7-b8ed-04531764e961"",""date"":""2026-07-26T00:55:46.475Z"",""amount"":167.98,""merchant"":""Magazine Luiza"",""type"":""CREDIT""},{""id"":""2cc5e3a3-f386-40d2-9100-2658b2fe89f9"",""date"":""2026-07-25T00:55:46.493Z"",""amount"":83.99,""merchant"":""Posto Shell"",""type"":""CREDIT""},{""id"":""03576e16-6904-414e-b289-fc5c9118bfec"",""date"":""2026-07-23T16:09:49.216Z"",""amount"":163.67,""merchant"":""Amazon BR"",""type"":""CREDIT""},{""id"":""bda898b4-ee3f-4559-8667-6c1569f43b06"",""date"":""2026-07-23T16:09:49.211Z"",""amount"":245.51,""merchant"":""Farmacia Pague Menos"",""type"":""CREDIT""},{""id"":""e5727ccb-c88b-42d7-96a2-fd7c4d3b57e6"",""date"":""2026-07-23T00:55:46.484Z"",""amount"":125.98,""merchant"":""Netflix"",""type"":""CREDIT""},{""id"":""9c107c97-de00-4c80-b9fb-c95676650ab3"",""date"":""2026-07-21T16:09:49.206Z"",""amount"":327.34,""merchant"":""Magazine Luiza"",""type"":""CREDIT""}]",0.00,
202abb9e-a658-4934-a7e9-a27a0c2f3ccb,12310012300,FECHADA,2026-08-10T21:00:00.000Z,2026-08-04T00:02:55.854Z,2026-08-20T03:00:06.236Z,720.30,,10,0.00,77.42,,3870.86,21.70,436.87,28.36,"[{""id"":""1e73869b-d2b2-41bd-a332-4dda5c8ef021"",""date"":""2026-07-27T01:48:39.697Z"",""amount"":240.1,""merchant"":""iFood"",""type"":""CREDIT""},{""id"":""b4303dab-8cc7-48d2-a8a6-3864bd99d08d"",""date"":""2026-07-26T01:48:39.701Z"",""amount"":160.07,""merchant"":""iFood"",""type"":""CREDIT""},{""id"":""e001bd94-141d-4ec6-accb-fd46b9bc5ccd"",""date"":""2026-07-26T01:48:39.693Z"",""amount"":320.13,""merchant"":""Mercado Livre"",""type"":""CREDIT""}]",0.00,
21de1394-7218-49cf-b030-cd1ec4aced37,83052128400,FECHADA,2026-08-10T21:00:00.000Z,2026-08-04T00:02:58.976Z,2026-08-15T03:07:38.063Z,0.00,,0,0.00,0.00,,0.00,0.00,0.00,0.00,[],0.00,
225fb6fc-f800-4377-a794-305748273e07,71078566429,FECHADA,2026-08-10T18:00:00.000Z,2026-08-04T00:02:54.912Z,2026-08-20T03:00:06.236Z,1890.77,,10,0.00,37.82,,0.00,7.66,29.10,1.89,"[{""id"":""e77c8750-52ac-4af7-99e8-8ef1660dd3f3"",""date"":""2026-07-25T00:55:45.758Z"",""amount"":442.2,""merchant"":""Farmacia Pague Menos"",""type"":""CREDIT""},{""id"":""2fbbee59-8997-49eb-93f1-7b9c8e0846c6"",""date"":""2026-07-23T16:09:48.895Z"",""amount"":398.14,""merchant"":""Farmacia Pague Menos"",""type"":""CREDIT""},{""id"":""05eed643-fdc1-45a1-8ebf-70141a0d43de"",""date"":""2026-07-22T16:09:48.900Z"",""amount"":298.61,""merchant"":""Farmacia Pague Menos"",""type"":""CREDIT""},{""id"":""5231b34f-ca1c-4ef4-a531-1225f0f51e6d"",""date"":""2026-07-22T00:55:45.765Z"",""amount"":331.65,""merchant"":""iFood"",""type"":""CREDIT""},{""id"":""867a4bcb-ea8d-4837-92c9-eb09d0449018"",""date"":""2026-07-19T16:09:48.904Z"",""amount"":199.07,""merchant"":""iFood"",""type"":""CREDIT""},{""id"":""30c9759e-1d93-4c33-9fcb-3a2f5cb724f2"",""date"":""2026-07-19T00:55:45.770Z"",""amount"":221.1,""merchant"":""Zara"",""type"":""CREDIT""}]",0.00,
25813712-8854-449c-a6e3-c8a5466982c0,07817267197,FECHADA,2026-08-10T18:00:00.000Z,2026-08-04T00:02:55.605Z,2026-08-20T03:00:06.236Z,402.96,,10,0.00,8.06,,0.00,1.62,6.21,0.39,"[{""id"":""3c26e3a7-18bd-4850-99f0-4fd9d2bc2862"",""date"":""2026-07-21T00:55:46.545Z"",""amount"":179.09,""merchant"":""Farmacia Pague Menos"",""type"":""CREDIT""},{""id"":""4634721d-cac9-4382-9eb4-9e92f563d59f"",""date"":""2026-07-20T00:55:46.591Z"",""amount"":89.55,""merchant"":""iFood"",""type"":""CREDIT""},{""id"":""7085dd04-df9a-4ea2-804b-f600dd371a9c"",""date"":""2026-07-20T00:55:46.558Z"",""amount"":134.32,""merchant"":""Posto Shell"",""type"":""CREDIT""}]",0.00,
25b07e15-1936-40c8-a9bf-8bffc8b0e794,41649264658,FECHADA,2026-08-05T21:00:00.000Z,2026-07-31T04:31:24.454Z,2026-08-20T03:00:06.236Z,697.57,,15,0.00,13.95,,0.00,3.11,10.74,0.69,"[{""id"":""83ba97ab-206c-4254-97c7-ec9d0f59b85f"",""date"":""2026-07-26T04:27:50.244Z"",""amount"":398.61,""merchant"":""Uber"",""type"":""CREDIT""},{""id"":""299ea582-a522-462e-adee-04af7e60d5b9"",""date"":""2026-07-24T04:27:50.250Z"",""amount"":298.96,""merchant"":""Netflix"",""type"":""CREDIT""}]",0.00,
25ecfcf9-2c10-4495-b657-5e1da3901eda,98215828507,FECHADA,2026-07-14T18:00:00.000Z,2026-07-30T02:50:16.153Z,2026-08-17T14:38:17.868Z,3870.86,,0,0.00,77.42,,0.00,19.47,297.86,19.33,"[{""id"":""eee9d34b-b34d-4720-88c2-50e33717248c"",""date"":""2026-06-30T15:00:00.000Z"",""amount"":1720.38,""merchant"":""Mercado Livre"",""type"":""CREDIT""},{""id"":""f4788a6b-1194-4ac4-a114-61db1d8f7e46"",""date"":""2026-07-04T15:00:00.000Z"",""amount"":1290.29,""merchant"":""Farmacia Pague Menos"",""type"":""CREDIT""},{""id"":""368c9411-4384-4bda-8f4d-8daa5ea6512b"",""date"":""2026-07-05T15:00:00.000Z"",""amount"":860.19,""merchant"":""Farmacia Pague Menos"",""type"":""CREDIT""}]",0.00,
27671d51-a4d5-4937-aeec-7488edcad3a2,12558823280,FECHADA,2026-07-19T18:00:00.000Z,2026-08-03T23:33:30.072Z,2026-08-17T03:00:03.090Z,3870.86,,0,0.00,77.42,,0.00,19.47,297.86,19.33,"[{""id"":""31c5084c-1d17-4635-b1b1-d248162b953a"",""date"":""2026-07-03T15:00:00.000Z"",""amount"":1720.38,""merchant"":""Amazon BR"",""type"":""CREDIT""},{""id"":""07e8e17d-1bcb-4f04-b9e4-d121d628c800"",""date"":""2026-07-09T15:00:00.000Z"",""amount"":1290.29,""merchant"":""Netflix"",""type"":""CREDIT""},{""id"":""c33b6e10-95d3-4be7-8bd2-7614b3a4ee17"",""date"":""2026-07-04T15:00:00.000Z"",""amount"":860.19,""merchant"":""Mercado Livre"",""type"":""CREDIT""}]",0.00,
28ec486d-3773-409e-944b-46c5fb882acc,87588846615,FECHADA,2026-08-10T18:00:00.000Z,2026-08-04T00:03:00.184Z,2026-08-20T03:00:06.236Z,1286.75,,10,0.00,25.74,,0.00,5.22,19.80,1.29,"[{""id"":""0ae22cc8-f16e-440a-9402-6babb8a3cfee"",""date"":""2026-07-26T00:55:48.887Z"",""amount"":152.83,""merchant"":""Magazine Luiza"",""type"":""CREDIT""},{""id"":""cad3eb9f-3b61-4895-8cde-ce4f7a5c367d"",""date"":""2026-07-26T00:55:48.876Z"",""amount"":305.67,""merchant"":""Magazine Luiza"",""type"":""CREDIT""},{""id"":""2e9f895e-8f80-42dd-9b4a-9cc0faac74c9"",""date"":""2026-07-25T00:55:48.883Z"",""amount"":229.25,""merchant"":""Mercado Livre"",""type"":""CREDIT""},{""id"":""b27d97a2-6288-479e-a31d-dbe709ad0087"",""date"":""2026-07-24T16:09:50.864Z"",""amount"":266.22,""merchant"":""Farmacia Pague Menos"",""type"":""CREDIT""},{""id"":""28726e52-782f-47a4-a207-2144eac6460b"",""date"":""2026-07-18T16:09:50.870Z"",""amount"":133.11,""merchant"":""Magazine Luiza"",""type"":""CREDIT""},{""id"":""1a816d5f-687e-4a4d-9cd1-2da7d4b815d6"",""date"":""2026-07-18T16:09:50.867Z"",""amount"":199.67,""merchant"":""Amazon BR"",""type"":""CREDIT""}]",0.00,
2bf596bc-1e89-4cf5-885e-15dd2c0683bb,26700822386,FECHADA,2026-07-21T18:00:00.000Z,2026-08-06T01:49:53.460Z,2026-08-20T03:00:06.236Z,3870.86,,30,0.00,77.42,,0.00,19.47,297.86,19.33,"[{""id"":""6c7f2c32-f7e1-4534-97ae-554bd709eeff"",""date"":""2026-07-13T15:00:00.000Z"",""amount"":1720.38,""merchant"":""Posto Shell"",""type"":""CREDIT""},{""id"":""ef58af45-2732-4e04-a3c9-825f723913ac"",""date"":""2026-07-09T15:00:00.000Z"",""amount"":1290.29,""merchant"":""Magazine Luiza"",""type"":""CREDIT""},{""id"":""177f6bf0-1159-4d35-a68e-801f65fad142"",""date"":""2026-07-11T15:00:00.000Z"",""amount"":860.19,""merchant"":""Mercado Livre"",""type"":""CREDIT""}]",0.00,
