id,cpf,type,amount,description,from_user,to_user,to_key,date,status,reversal_of,subscription_id,invoice_id
03576e16-6904-414e-b289-fc5c9118bfec,20250513611,SHOP_CREDIT,-163.67,Amazon BR,,,,2026-07-23T16:09:49.216Z,,,,
035af7ce-1e20-4196-a1f5-79b8814eab54,65184684166,SHOP_CREDIT,-1290.29,Magazine Luiza,,,,2026-06-28T18:00:00.000Z,,,,
03824a00-ace6-4da6-9460-1795c923147e,12310012300,SUBSCRIPTION,-29.90,Assinatura Netflix Mensal,,,,2026-08-14T06:00:02.357Z,,,,
03ddb438-abac-4f75-b309-467f21e01ac6,12310012300,SHOP_CREDIT,-1290.29,Spotify,,,,2026-06-26T18:00:00.000Z,,,,
03f7c2bf-f75c-4be5-ad5c-d5b424489d67,18011225638,SHOP_CREDIT,-210.93,Posto Shell,,,,2026-07-23T16:09:50.024Z,,,,
04f41485-8871-46cf-ac2a-b6af086bbf90,80417045181,SHOP_CREDIT,-273.43,Amazon BR,,,,2026-07-26T00:55:48.148Z,,,,
05437dd6-e112-4fdd-949d-b6c52e2569d6,12345678901,SUBSCRIPTION,-79.90,HTV 7,,,,2026-08-01T06:00:01.918Z,,,,
057a89d0-d95a-40aa-926a-6f29a84e428d,75775457404,SHOP_CREDIT,-1290.29,Posto Shell,,,,2026-06-28T18:00:00.000Z,,,,
05c8145d-3e12-41fa-92a0-e9fb3cb01c72,12310012300,SUBSCRIPTION,-49.90,Plano Premium Recorrente,,,,2026-08-11T03:44:51.805Z,,,,
05eed643-fdc1-45a1-8ebf-70141a0d43de,71078566429,SHOP_CREDIT,-298.61,Farmacia Pague Menos,,,,2026-07-22T16:09:48.900Z,,,,
060a8911-d3c4-4e37-ad73-4f02804626c6,77766655599,SHOP_CREDIT,-119.38,Netflix,,,,2026-07-23T00:55:48.641Z,,,,
063b9782-80dd-4510-857e-6549070d591a,51243235758,SHOP_CREDIT,-183.61,Zara,,,,2026-07-22T16:09:50.333Z,,,,
06969394-51f1-48e4-8214-ce6cae0cd8da,05458223608,SHOP_CREDIT,-105.81,Zara,,,,2026-07-26T00:55:46.526Z,,,,
06a183f2-16fb-488d-ba10-4062e4cfb2e3,97504636177,SHOP_CREDIT,-150.02,Spotify,,,,2026-07-19T00:55:48.254Z,,,,
06c17aec-69d0-4894-8ecd-8eb48859e78a,36072364535,SHOP_CREDIT,-130.88,Magazine Luiza,,,,2026-07-30T21:15:20.367Z,,,,
06e47561-f5b7-4821-8c35-c7ef0392b83a,99999999999,POINTS_EARNED,39.00,Pontos ganhos no shop,,,,2026-07-04T16:49:10.385Z,,,,
06f1fc97-d6fe-4559-a600-cb55b6dbdf53,99999999999,POINTS_EARNED,39.00,Pontos ganhos no shop,,,,2026-07-06T05:09:59.835Z,,,,
075dc2bb-86d3-4afc-ace9-f955e579edcf,75775457404,SHOP_CREDIT,-264.67,Uber,,,,2026-07-22T00:55:47.938Z,,,,
07854476-43fa-4d3b-9327-242501bd8e54,58480256907,SHOP_CREDIT,-212.97,Uber,,,,2026-07-29T02:49:44.685Z,,,,
07a4b107-32a2-4de4-8d6c-8b3bd09a85c3,12310012300,SUBSCRIPTION,-49.90,Plano Premium Recorrente,,,,2026-08-14T06:00:02.357Z,,,,
07df2de5-d6a5-434f-9684-5ac177ce251e,12345678901,SUBSCRIPTION,-14.90,amazon,,,,2026-07-28T06:00:00.531Z,,,,
07e8e17d-1bcb-4f04-b9e4-d121d628c800,12558823280,SHOP_CREDIT,-1290.29,Netflix,,,,2026-07-09T18:00:00.000Z,,,,
080e86d1-8645-4ec8-875b-488f22df4a1a,99999999999,SHOP_CREDIT,-1720.38,Amazon BR,,,,2026-07-01T18:00:00.000Z,,,,
08459b30-5e17-41e6-9072-07beb1116aa3,93852856961,SHOP_CREDIT,-137.75,Zara,,,,2026-07-22T00:55:43.885Z,,,,
085160ce-40a4-446c-860e-0019e5fabbad,76726514039,SHOP_CREDIT,-1720.38,iFood,,,,2026-07-02T18:00:00.000Z,,,,
086fdd45-bbc8-487a-808b-3a5276bf20d5,12310012300,SHOP_CREDIT,-105.00,teste com juros,,,,2026-08-08T00:11:22.358Z,,,,
08f84327-8418-4b7b-9c0f-0ede7ea6b165,75775457404,SHOP_CREDIT,-272.93,Zara,,,,2026-07-23T16:09:50.465Z,,,,
08fcaf02-ad41-4925-acda-37e5b9cf4aff,77017682203,SHOP_CREDIT,-240.09,Magazine Luiza,,,,2026-07-20T00:55:44.573Z,,,,
091ad4d3-7949-4c40-9b55-da0590d58113,64866656883,SHOP_CREDIT,-860.19,Netflix,,,,2026-06-27T18:00:00.000Z,,,,
0923662b-c37a-41ca-982a-2170b132e57b,84823321987,SHOP_CREDIT,-153.56,iFood,,,,2026-07-24T00:55:44.166Z,,,,
099d75b2-5f0b-4db3-8565-0fbffac3c2fc,33522298364,SHOP_CREDIT,-417.63,Spotify,,,,2026-07-26T00:55:47.240Z,,,,
09b9991c-edec-4baa-bd00-d7dcd441429a,98765432100,SHOP_CREDIT,-364.16,Spotify,,,,2026-07-19T16:09:50.223Z,,,,
0a70c11e-dc20-4dcb-b66f-49f7b3196edb,18642038977,SHOP_CREDIT,-127.72,Uber,,,,2026-08-16T03:32:41.353Z,,,,
0a772b8b-4d08-423a-aeac-21c9909fb737,15803041416,SHOP_CREDIT,-156.12,Posto Shell,,,,2026-08-09T04:55:31.714Z,,,,
0ae22cc8-f16e-440a-9402-6babb8a3cfee,87588846615,SHOP_CREDIT,-152.83,Magazine Luiza,,,,2026-07-26T00:55:48.887Z,,,,
0b4b4c43-3490-4381-8a37-55293b25d99d,90917191782,SHOP_CREDIT,-133.98,Amazon BR,,,,2026-07-23T16:09:48.948Z,,,,
0ba37566-68c7-4c85-94ec-8d9090a513ca,12310012300,SUBSCRIPTION,-29.90,Assinatura Netflix Mensal,,,,2026-08-12T06:00:03.965Z,,,,
0bf293f0-b459-4d97-80b2-d3afe117a1eb,77017682203,SHOP_CREDIT,-238.88,Zara,,,,2026-07-24T16:09:48.380Z,,,,
0c77de24-b685-4138-8169-451794ab105c,20250513611,SHOP_CREDIT,-1720.38,Amazon BR,,,,2026-06-30T18:00:00.000Z,,,,
0ca35ae8-2234-4787-93b1-10ec16e55418,12345678901,SHOP_CREDIT,-144.38,Posto Shell,,,,2026-07-20T00:55:43.781Z,,,,
0d9c9727-af94-47eb-9a8d-c30dc2dc94a1,11111111111,DEPOSIT,100.00,Deposito administrativo,,,,2026-07-20T03:17:10.023Z,,,,
0db4b2a2-4ac8-4421-95f0-a1f8532df74e,48431018434,SHOP_CREDIT,-179.17,Zara,,,,2026-07-20T16:09:47.136Z,,,,
0e04e1ab-f790-4895-9d1b-30eeec0a7806,12345678909,SHOP_CREDIT,-178.35,Mercado Livre,,,,2026-07-21T00:55:45.656Z,,,,
0e2529b8-3277-4b2f-9e23-3f7ceeeaaf05,57673944623,SHOP_CREDIT,-860.19,Farmacia Pague Menos,,,,2026-06-24T18:00:00.000Z,,,,
0e966e56-099f-4163-92c2-2163bfcb0a06,37107075012,SHOP_CREDIT,-1290.29,Farmacia Pague Menos,,,,2026-07-07T18:00:00.000Z,,,,
0ea4a7e4-510b-4004-ae76-368cfb2d1d86,43838315910,SHOP_CREDIT,-175.11,Spotify,,,,2026-07-20T16:09:48.124Z,,,,
0f1168b9-78bb-4a0b-8f1e-13daea242512,41750109719,SHOP_CREDIT,-1290.29,Amazon BR,,,,2026-07-23T18:00:00.000Z,,,,
0f1ca293-7a61-4bd5-a72d-f559780116db,85246671844,SHOP_CREDIT,-1720.38,Mercado Livre,,,,2026-07-03T18:00:00.000Z,,,,
0f87b717-f457-4a98-8865-5fc9fb82c769,81698023189,SHOP_CREDIT,-177.87,Posto Shell,,,,2026-07-24T00:55:43.627Z,,,,
0feb39bf-7077-4f0e-a7ff-b189b26b932f,11111111111,INVOICE_INSTALLMENT,-1560.05,Parcelamento fatura (2/3),,,,2026-09-18T20:46:02.518Z,,,,
0fee39db-19ff-49d8-8fa7-c5d046e8a6d4,73857513853,SHOP_CREDIT,-159.98,iFood,,,,2026-08-02T02:34:08.634Z,,,,
10378b57-6c6e-4128-9c69-6776039e3064,97504636177,SHOP_CREDIT,-282.14,Netflix,,,,2026-07-24T16:09:50.295Z,,,,
103b5f24-9009-42a4-971c-42bcb5c06110,26775244657,SHOP_CREDIT,-198.56,Zara,,,,2026-07-23T00:55:49.085Z,,,,
103bc3c1-5884-4712-b4c3-41fa39538760,75775457404,SHOP_CREDIT,-352.90,Zara,,,,2026-07-21T00:55:47.933Z,,,,
1101e443-0853-481d-820e-bb5d5f0c681c,95654548522,SHOP_CREDIT,-153.59,Farmacia Pague Menos,,,,2026-07-18T16:09:50.933Z,,,,
1126dd46-ce44-47eb-927b-cc55d3663e87,66414169091,SHOP_CREDIT,-267.45,Zara,,,,2026-07-20T16:09:49.864Z,,,,
11428357-b0de-4f1f-b4f8-6bcb37b88ae9,12310012300,SHOP_CREDIT,-10.50,teste com juros,,,,2026-08-08T00:13:53.247Z,,,,
1165e4df-ae77-4958-a1ff-7004265e34d2,12345678901,SUBSCRIPTION,-14.90,amazon,,,,2026-08-01T06:00:01.918Z,,,,
116a3a3f-8242-4ab1-8125-70dd7d0be373,46945365409,SHOP_CREDIT,-230.89,Amazon BR,,,,2026-07-26T02:48:47.372Z,,,,
11af1c18-b3fe-4088-9569-b76695c4eae7,35417211460,SHOP_CREDIT,-100.95,Netflix,,,,2026-08-17T03:09:17.328Z,,,,
11b1f829-8a52-48dd-98c3-1e9787b2d581,89287038082,SHOP_CREDIT,-316.85,Magazine Luiza,,,,2026-08-08T03:45:17.396Z,,,,
127006e3-8f72-442f-a914-062b1b0b5c14,81698023189,SHOP_CREDIT,-321.33,Netflix,,,,2026-07-17T16:09:46.919Z,,,,
12c91fa0-b3a3-4e9e-a929-ec107e171bf1,98765432100,SHOP_CREDIT,-182.07,Uber,,,,2026-07-17T16:09:50.232Z,,,,
12e2b05d-cbf5-4818-a2fc-7f5783354841,11879646706,SHOP_CREDIT,-208.61,Magazine Luiza,,,,2026-07-20T20:07:38.999Z,,,,
132e4633-71ed-4f25-94dd-32365f5a7b1f,43838315910,SHOP_CREDIT,-230.88,Farmacia Pague Menos,,,,2026-07-22T00:55:44.418Z,,,,
13be6a81-a7d0-4cbf-a39b-bb403f805b65,45116448614,SHOP_CREDIT,-305.13,Posto Shell,,,,2026-07-21T00:55:43.916Z,,,,
14267525-739a-44ca-baef-ded2ee2b11a6,12558823280,SHOP_CREDIT,-244.05,Magazine Luiza,,,,2026-07-31T02:33:30.224Z,,,,
148067e5-02c9-47ee-a880-eeb50fb2d2ec,09056318624,SHOP_CREDIT,-412.54,Amazon BR,,,,2026-08-10T03:11:38.304Z,,,,
1508af6e-2d2c-4442-9930-9f8c46529485,12558823280,SUBSCRIPTION,-29.90,Assinatura Netflix Mensal,,,,2026-08-12T06:00:03.965Z,,,,
153953f4-866e-4510-b70b-558cec014c00,44444444444,DEPOSIT,20000.00,Deposito administrativo,,,,2026-08-18T01:30:06.884Z,,,,
153a2238-e26e-4aa3-becb-d0181103858d,96873928860,SHOP_CREDIT,-1720.38,Farmacia Pague Menos,,,,2026-07-09T18:00:00.000Z,,,,
159acc91-c8f8-480f-873f-a52535bbefbb,51742065392,SHOP_CREDIT,-204.81,Magazine Luiza,,,,2026-07-28T04:28:26.110Z,,,,
15b157dd-4fa3-4d90-a68b-850dde58f8a7,93852856961,SHOP_CREDIT,-206.64,Farmacia Pague Menos,,,,2026-07-21T00:55:43.880Z,,,,
15d95021-0c5a-4997-9ac7-016ab2008af7,26775244657,SHOP_CREDIT,-1290.29,Mercado Livre,,,,2026-07-03T18:00:00.000Z,,,,
15e96707-6966-4e96-ae97-9f7edb6685df,64866656883,SHOP_CREDIT,-227.25,Mercado Livre,,,,2026-07-21T00:55:49.139Z,,,,
16329d55-a96a-4d33-bfdc-b2f2c01fc5cf,89287038082,SHOP_CREDIT,-237.64,Netflix,,,,2026-08-08T03:45:17.402Z,,,,
163b765c-8afb-46fc-981e-acac60adfecb,11111111111,SHOP_DEBIT,-42.50,[SMOKE] Debito teste,,,,2026-07-19T18:41:32.735Z,cancelled,,,
165604d7-f3a4-4388-842e-4f52529758f6,11111111111,INVOICE_PAYMENT,-270.95,Pagamento fatura,,,,2026-08-16T02:59:59.999Z,,,,
16853b4a-0ea5-422c-8ba1-556ff9e3bfce,42681570697,SHOP_CREDIT,-285.94,Zara,,,,2026-07-24T06:39:41.070Z,,,,
16b1f84a-7d49-492a-b165-de645bae869c,44794065574,SHOP_CREDIT,-1720.38,Mercado Livre,,,,2026-06-27T18:00:00.000Z,,,,
16cd7bc0-d4b3-4df1-979e-b5f095d2bc83,19983621512,SHOP_CREDIT,-252.40,Zara,,,,2026-07-23T00:55:44.300Z,,,,
16fca924-d614-460c-89ef-33e050b6cbaa,18956389652,SHOP_CREDIT,-258.21,Amazon BR,,,,2026-07-20T00:55:48.442Z,,,,
17357817-f0b1-45fd-aa45-03a28ff4b80a,37810513150,SHOP_CREDIT,-1720.38,iFood,,,,2026-07-01T18:00:00.000Z,,,,
177f6bf0-1159-4d35-a68e-801f65fad142,26700822386,SHOP_CREDIT,-860.19,Mercado Livre,,,,2026-07-11T18:00:00.000Z,,,,
17c6dae9-3352-40bf-966a-22a48383323f,20250513611,INVOICE_INSTALLMENT,-649.50,Momentum Pro Camera (1/2),,,,2026-09-08T23:59:59.999Z,,,,
17f4fe80-5cfb-47f8-a405-47407eae2e29,77529588591,SHOP_CREDIT,-203.20,Spotify,,,,2026-07-21T16:09:50.156Z,,,,
17ff6a37-000c-4370-b036-e630474ad6ae,84979979998,SHOP_CREDIT,-215.35,Uber,,,,2026-08-16T03:11:24.242Z,,,,
18489662-aa3a-400f-84a4-fc268ab759d6,77751515015,SHOP_CREDIT,-322.66,Uber,,,,2026-08-08T04:55:15.438Z,,,,
18a13394-f2c1-44e3-be47-b7c97e359507,12345678901,SHOP_CREDIT,-99.43,Sensor Vel 70,,,,2026-07-22T02:38:27.361Z,,,,
18e02fd6-7097-4bcb-a2af-5bf9782e367d,57673944623,SHOP_CREDIT,-158.96,Farmacia Pague Menos,,,,2026-07-23T00:55:47.377Z,,,,
191a8cd0-feec-4215-8eea-fa4a69a424c3,90917191782,SHOP_CREDIT,-288.03,Netflix,,,,2026-07-20T00:55:45.890Z,,,,
1973c998-3b5f-4582-8458-eb7830ca179d,08025476561,SHOP_CREDIT,-197.38,Uber,,,,2026-08-11T03:45:46.513Z,,,,
1997af3c-2c71-48f3-a2b8-0f34f038d34e,75775457404,SHOP_CREDIT,-363.91,Netflix,,,,2026-07-20T16:09:50.461Z,,,,
19b169c7-2fba-49e3-a986-13d2ab3a5622,77751515015,SHOP_CREDIT,-430.21,Amazon BR,,,,2026-08-05T04:55:15.429Z,,,,
19c3648d-8109-43b5-8ed3-57440f904f84,48318883543,SHOP_CREDIT,-860.19,Posto Shell,,,,2026-06-29T18:00:00.000Z,,,,
1a22e91f-35d6-4008-a49c-58bade8dd6df,12558823280,SUBSCRIPTION,-29.90,Assinatura Netflix Mensal,,,,2026-08-10T06:00:00.426Z,,,,
1a5f4422-c8fa-4988-bacb-2759bc18fa54,77766655544,SHOP_CREDIT,-1720.38,Mercado Livre,,,,2026-07-01T18:00:00.000Z,,,,
1a816d5f-687e-4a4d-9cd1-2da7d4b815d6,87588846615,SHOP_CREDIT,-199.67,Amazon BR,,,,2026-07-18T16:09:50.867Z,,,,
1b1dcf90-263a-411b-a437-dda88e60d6fc,57673944623,SHOP_CREDIT,-316.59,Zara,,,,2026-07-17T16:09:49.828Z,,,,
1bbf954a-ba48-48d9-9cbe-65c72008431f,12345678901,SUBSCRIPTION,-79.90,HTV 7,,,,2026-07-31T06:00:00.199Z,,,,
1c2116d4-f188-4d97-9b11-b0ec89a4b8a7,60107482754,SHOP_CREDIT,-204.24,Uber,,,,2026-07-19T00:55:44.404Z,,,,
1c2681c4-3a07-4a75-98a4-3717ddb3366b,12345678901,SHOP_CREDIT,-216.58,Farmacia Pague Menos,,,,2026-07-19T00:55:43.775Z,,,,
1c37ae78-fbeb-413a-b82b-5818fb0cee63,76782744325,SHOP_CREDIT,-149.36,Uber,,,,2026-07-28T05:39:20.200Z,,,,
1c7e8264-99f6-4718-ae19-662e05dbd49c,07154153601,SHOP_CREDIT,-230.88,Uber,,,,2026-08-12T03:45:26.558Z,,,,
1cf65b0a-eca6-45c5-8c45-cba3b1e14713,93852856961,SHOP_CREDIT,-191.84,Amazon BR,,,,2026-07-19T16:09:47.301Z,,,,
1d53dd63-8618-42cf-84da-9da9c371aa38,35417211460,SHOP_CREDIT,-151.42,iFood,,,,2026-08-11T03:09:17.321Z,,,,
1dedd05b-029d-4738-b4ae-bb57cd579ef4,41689983639,SHOP_CREDIT,-197.67,Zara,,,,2026-07-24T00:55:43.798Z,,,,
1e73869b-d2b2-41bd-a332-4dda5c8ef021,12310012300,SHOP_CREDIT,-240.10,iFood,,,,2026-07-27T01:48:39.697Z,,,,
1eb89cae-5cb4-4e7a-881d-f9d641dd161a,17334727380,SHOP_CREDIT,-221.11,iFood,,,,2026-07-17T16:09:47.420Z,,,,
1ec23e34-4ad0-4111-8d9c-b3623f3b25a3,68141495240,SHOP_CREDIT,-1720.38,Mercado Livre,,,,2026-06-30T18:00:00.000Z,,,,
1ec5932b-1b56-451d-955a-05706a24bda9,64866656883,SHOP_CREDIT,-1720.38,Mercado Livre,,,,2026-06-24T18:00:00.000Z,,,,
1ec74249-bc41-42cf-ba3b-19fd7390f4b8,67154864257,SHOP_CREDIT,-1290.29,Mercado Livre,,,,2026-07-02T18:00:00.000Z,,,,
1f64a21c-ad3d-4c2c-9148-3fa2fa883a26,72856446096,SHOP_CREDIT,-860.19,iFood,,,,2026-07-03T18:00:00.000Z,,,,
1f6d7f3c-7dc6-4547-9f94-79751100b4e0,90917191782,SHOP_CREDIT,-200.96,Farmacia Pague Menos,,,,2026-07-21T16:09:48.944Z,,,,
1f768afa-116a-4115-9160-8ee4858a32c4,44444444444,SHOP_CREDIT,-1290.29,Mercado Livre,,,,2026-06-26T18:00:00.000Z,,,,
2055d099-d933-45bd-ac92-b336dd533dfb,48318883543,SHOP_CREDIT,-298.68,Spotify,,,,2026-07-20T16:09:47.834Z,,,,
20daaa4d-e6a7-4bd3-b3e9-a4269fd15036,64866656883,SHOP_CREDIT,-240.76,iFood,,,,2026-07-23T16:09:51.077Z,,,,
20e84b3a-c15c-4267-adbc-ef5d6b43712d,98215828507,SHOP_CREDIT,-106.27,Mercado Livre,,,,2026-07-28T02:50:16.781Z,,,,
212287cb-318a-4c01-8c8e-2c4041aebb42,42718533218,SHOP_CREDIT,-207.37,Farmacia Pague Menos,,,,2026-07-20T00:55:46.197Z,,,,
2148d6f1-71d3-4acd-828f-1ca547f53109,77777777777,SHOP_CREDIT,-251.33,Mercado Livre,,,,2026-07-21T16:09:51.169Z,,,,
2154ebda-4fa3-461f-8b66-4ec29694adb1,67154864257,SHOP_CREDIT,-146.28,iFood,,,,2026-07-22T16:09:50.838Z,,,,
21b115e6-3113-49c3-aa5b-52002cdb7f58,76782744325,SHOP_CREDIT,-224.05,Netflix,,,,2026-07-28T05:39:20.197Z,,,,
21b9e81d-0078-4861-b71f-5dd9920183f6,76726514039,SHOP_CREDIT,-200.27,Zara,,,,2026-07-23T00:55:47.689Z,,,,
21f27ec6-5c01-452b-a0dc-b93a32270b74,76925831102,SHOP_CREDIT,-326.38,Magazine Luiza,,,,2026-07-18T16:09:50.899Z,,,,
22000424-2b99-4560-aba2-24767b96f5e6,73012176728,SHOP_CREDIT,-98.77,Spotify,,,,2026-07-22T16:09:49.994Z,,,,
2209986a-86c0-44d3-a6ec-a14cd9381e72,81722521295,SHOP_CREDIT,-172.78,Magazine Luiza,,,,2026-07-24T16:09:50.990Z,,,,
224ab281-375e-45e1-b7a9-4566612aaee2,51742065392,SHOP_CREDIT,-860.19,Mercado Livre,,,,2026-07-04T18:00:00.000Z,,,,
22647c21-fa3f-4766-abad-59f1b68b0856,76782744325,SHOP_CREDIT,-1720.38,Posto Shell,,,,2026-07-01T18:00:00.000Z,,,,
22a9e505-a11c-4405-a600-d04e2102e105,24719788947,SHOP_CREDIT,-144.98,Magazine Luiza,,,,2026-07-26T00:55:49.156Z,,,,
22e84c7d-004a-4433-9278-6231a2a44dd5,88888888888,SHOP_CREDIT,-293.62,Amazon BR,,,,2026-07-21T16:09:50.560Z,,,,
22f20d20-53f2-4fc3-9c2d-c3ec8324e3ff,17334727380,SHOP_CREDIT,-331.66,Spotify,,,,2026-07-19T16:09:47.404Z,,,,
235e03b0-c916-4873-8cca-09266cba8922,11111111111,SHOP_CREDIT,-188.35,[SIM] Gamer Store,,,,2026-07-19T18:07:08.555Z,,,,
2367801e-ee1b-4e16-a8d5-25b56da430cc,58480256907,SHOP_CREDIT,-319.45,iFood,,,,2026-07-27T02:49:44.680Z,,,,
238ec3d6-9973-4d2b-8a42-6682c1ac972f,38160081359,SHOP_CREDIT,-1290.29,Mercado Livre,,,,2026-07-05T18:00:00.000Z,,,,
23b3bc65-c6cd-44b7-b091-0544002999f6,12558823280,SUBSCRIPTION,-29.90,Assinatura Netflix Mensal,,,,2026-08-11T06:00:01.725Z,,,,
24019bca-6412-4315-a7e1-f63c95a075cf,27646660477,SHOP_CREDIT,-253.49,Amazon BR,,,,2026-07-24T16:09:49.067Z,,,,
24220ceb-4504-4b87-a032-d8ab44f2b544,44444444444,SHOP_CREDIT,-860.19,Uber,,,,2026-06-28T18:00:00.000Z,,,,
2473b1f9-f03a-4d5c-b5a3-63440c14c32d,61369613180,SHOP_CREDIT,-300.81,Zara,,,,2026-07-18T16:09:48.303Z,,,,
24766969-198b-46f9-8f99-91bf322a4909,17693911189,SHOP_CREDIT,-192.36,Posto Shell,,,,2026-07-24T16:09:49.247Z,,,,
24fdd708-87f2-4c2e-b30a-8d0da6216544,24662236606,SHOP_CREDIT,-860.19,iFood,,,,2026-06-28T18:00:00.000Z,,,,
2513c71c-a69e-404c-8468-ad7eeb8de151,26986473966,SHOP_CREDIT,-235.47,Posto Shell,,,,2026-07-17T16:09:47.950Z,,,,
254ec270-2ec0-4a69-9732-6555943538da,77017682203,SHOP_CREDIT,-119.43,Posto Shell,,,,2026-07-19T16:09:48.388Z,,,,
2582a316-bb74-4c44-9ecb-6c3ad3d60856,17693911189,SHOP_CREDIT,-220.00,Farmacia Pague Menos,,,,2026-07-23T00:55:45.485Z,,,,
26158821-e294-417e-99eb-223f1539eacc,34272175349,SHOP_CREDIT,-198.83,Mercado Livre,,,,2026-07-20T00:55:44.856Z,,,,
26446548-1245-47ea-8c77-9724005dcb21,11111111111,SHOP_CREDIT,-191.36,[SIM] Pet Volt,,,,2026-07-19T18:07:08.561Z,,,,
2664f28f-503b-4d9e-bdd4-60cf06224339,75775457404,SHOP_CREDIT,-860.19,Netflix,,,,2026-07-03T18:00:00.000Z,,,,
267084b5-8f65-47aa-8be0-f4537666d7de,20250513611,SHOP_CREDIT,-860.19,Spotify,,,,2026-06-29T18:00:00.000Z,,,,
267e1639-14bb-44ac-b586-f478c7ad75fc,12902848900,SHOP_CREDIT,-286.57,Netflix,,,,2026-07-21T00:55:45.455Z,,,,
268a625e-1b59-4350-8a9d-fa46548facc0,16165143539,SHOP_CREDIT,-209.03,iFood,,,,2026-07-19T16:09:50.187Z,,,,
2690672a-9167-4968-8fcb-88e260658c75,12310012300,SUBSCRIPTION,-29.90,Assinatura Netflix Mensal,,,,2026-08-16T17:20:53.803Z,,,,
2699acc5-fb53-45d1-8620-3872f16bde15,12310012300,SHOP_CREDIT,-10.50,teste com juros,,,,2026-08-08T00:13:58.308Z,,,,
26a89fc1-5dbf-4125-a110-ea7d2cf3ba73,27888186700,SHOP_CREDIT,-860.19,Farmacia Pague Menos,,,,2026-06-29T18:00:00.000Z,,,,
27022517-cf06-4ec2-af62-854baefa03d7,44794065574,SHOP_CREDIT,-1290.29,Posto Shell,,,,2026-06-29T18:00:00.000Z,,,,
272d5422-d2db-451f-b1a4-9822c14877ad,12558823280,SHOP_CREDIT,-325.40,iFood,,,,2026-08-01T02:33:30.207Z,,,,
277cfd58-9a11-46f4-ac0a-51cb884c3ae9,26775244657,SHOP_CREDIT,-860.19,Magazine Luiza,,,,2026-06-28T18:00:00.000Z,,,,
2787e8a3-d4a6-49e0-8562-47a9f15ad3ad,64866656883,SHOP_CREDIT,-180.57,iFood,,,,2026-07-23T16:09:51.080Z,,,,
279ab568-d3b9-4ff4-a4f5-d37e4ff128ab,12310012300,SUBSCRIPTION,-49.90,Plano Premium Recorrente,,,,2026-08-10T06:00:00.426Z,,,,
282d8c33-87c6-4dc0-a0c3-f1327a2a60de,77551164685,SHOP_CREDIT,-272.91,Mercado Livre,,,,2026-07-24T00:55:44.535Z,,,,
2843e9c9-46e5-4812-90f6-9761b6808716,12345678901,SUBSCRIPTION,-14.90,amazon,,,,2026-08-03T06:00:01.497Z,,,,
284f5180-97e7-42e6-adc9-ff6e7d65a173,84823321987,SHOP_CREDIT,-166.49,Spotify,,,,2026-07-23T16:09:47.795Z,,,,
286d3491-f715-4611-a0dd-7a1e88a81a77,57855482407,SHOP_CREDIT,-103.34,Netflix,,,,2026-08-14T02:43:29.436Z,,,,
28726e52-782f-47a4-a207-2144eac6460b,87588846615,SHOP_CREDIT,-133.11,Magazine Luiza,,,,2026-07-18T16:09:50.870Z,,,,
28ea7309-e275-4662-8c62-e51173ddc244,95654548522,SHOP_CREDIT,-230.38,Mercado Livre,,,,2026-07-24T16:09:50.930Z,,,,
