id,user_cpf,card_number,card_type,card_brand,bin,expiry,expiry_short,is_activated,is_blocked,nickname,created_at,updated_at
34bb0cd4-33f1-43cd-bedd-5ae487f8bfb7,84585226834,**** **** **** 6074,physical,hipercard,60628200,07/2031,07/31,false,false,,2026-08-17T00:13:11.939Z,2026-08-17T00:13:11.939Z
368b3e4f-a50a-4406-8cf5-3d1b2c636419,65207037706,**** **** **** 1425,physical,amex,37828000,07/2031,07/31,true,false,,2026-08-06T01:48:20.271Z,2026-08-06T01:48:20.271Z
36bcf4a6-3c98-4351-9a6d-f72c4baa11d2,98765432100,**** **** **** 7058,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:50.216Z,2026-07-24T13:09:50.216Z
388493ed-48d9-4a2e-a745-a5414779a68a,93544490340,**** **** **** 2851,physical,elo,65050666,07/2031,07/31,true,false,,2026-07-31T01:27:22.069Z,2026-07-31T01:27:22.069Z
38dbcbc3-ce10-4fda-8b08-6635c3f76be7,35417211460,**** **** **** 0790,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-08-17T00:09:17.154Z,2026-08-17T00:09:17.154Z
390482e5-7b96-4ea8-806e-fe5be8b35e02,89331225245,**** **** **** 1682,physical,elo,65050666,07/2031,07/31,false,false,,2026-08-01T02:38:42.804Z,2026-08-01T02:38:42.804Z
3ae5d908-d793-4f3a-9742-47b414b66db2,65184684166,**** **** **** 8021,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:49.641Z,2026-07-24T13:09:49.641Z
4009f1e4-e6a3-439f-94c8-11c7736e3432,92957697327,**** **** **** 5435,physical,elo,65050666,07/2031,07/31,true,false,,2026-08-17T00:10:17.843Z,2026-08-17T00:10:17.843Z
419fb532-ab58-4bcd-929b-36a3cfeacda2,33333333333,**** **** **** 4143,virtual,mastercard,5981012,06/2031,06/31,true,false,Meu Cartão Online,2026-07-06T01:09:11.197Z,2026-07-06T01:09:11.197Z
43e6e591-3f18-416a-a0bc-3d8b719f76e0,12923841310,**** **** **** 5432,physical,visa,45767460,07/2031,07/31,false,false,,2026-08-17T01:42:19.143Z,2026-08-17T01:42:19.143Z
45f68645-1767-4e80-a595-b941f26b573e,12310012300,**** **** **** 9200,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-27T22:48:39.614Z,2026-07-27T22:48:39.614Z
47109e68-daad-4ced-bd9c-2bd10f7bb59c,48318883543,**** **** **** 2003,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:47.819Z,2026-07-24T13:09:47.819Z
48ee5185-15f1-41d6-ae20-8840e83d89da,97504636177,**** **** **** 6527,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:50.287Z,2026-07-24T13:09:50.287Z
4f85a9e0-0d63-4ebb-a096-ab428c38da3c,12902848900,**** **** **** 0687,physical,visa,45767460,07/2031,07/31,true,false,,2026-07-24T00:47:09.969Z,2026-07-24T00:47:09.969Z
53c10469-e531-4b29-89fa-213a17c3ae83,80417045181,**** **** **** 5974,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:50.349Z,2026-07-24T13:09:50.349Z
58a3dcaa-5fc8-4fb8-a30a-cd9b211dddf6,01086796160,**** **** **** 1016,physical,amex,37828000,07/2031,07/31,true,false,,2026-08-17T00:11:45.730Z,2026-08-17T00:11:45.730Z
5c19fe39-4900-4aa2-b109-1065eda1abbe,81722521295,**** **** **** 3526,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:50.980Z,2026-07-24T13:09:50.980Z
5d07cacd-9443-4c6f-b87e-1e210ea8502a,34715548313,**** **** **** 3931,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:48.474Z,2026-07-24T13:09:48.474Z
5d503ff4-81cc-4cb9-b150-b6772a659c17,77017682203,**** **** **** 8160,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:48.371Z,2026-07-24T13:09:48.371Z
5f161714-66cf-45b7-b4a5-08fbb6c7ed4f,37107075012,**** **** **** 6273,physical,elo,65050666,07/2031,07/31,true,false,,2026-08-03T23:33:04.939Z,2026-08-03T23:33:04.939Z
60229da2-c272-4e85-bb9b-fd6be66b7225,61369613180,**** **** **** 4834,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:48.286Z,2026-07-24T13:09:48.286Z
65bc7f54-7260-46c1-82eb-b1172b12c6e9,65451936372,**** **** **** 1604,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:49.771Z,2026-07-24T13:09:49.771Z
68adeab3-9506-423f-9bee-889fccf9940b,89287038082,**** **** **** 5317,physical,mastercard,54427460,07/2031,07/31,false,false,,2026-08-15T00:45:17.348Z,2026-08-15T00:45:17.348Z
6afb977f-e115-429f-beef-7288c6b7d2cb,78475680046,**** **** **** 6839,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-23T02:03:46.233Z,2026-07-23T02:03:46.233Z
6e0ac22c-3222-4c4c-96ef-0be006d3bea9,12345678901,**** **** **** 8876,physical,elo,65052260,07/2031,07/31,true,false,,2026-07-21T01:17:53.489Z,2026-07-21T01:17:53.489Z
6ea91e5d-312a-4d33-a1a5-d58a84c5ddf5,26700822386,**** **** **** 4904,physical,hipercard,60628200,07/2031,07/31,false,false,,2026-08-06T01:49:53.391Z,2026-08-06T01:49:53.391Z
6f343101-1e6e-4484-89a4-a39ef95cde66,76726514039,**** **** **** 1845,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:50.056Z,2026-07-24T13:09:50.056Z
70bf36ea-f667-473d-80f1-367b448a3200,92454501635,**** **** **** 6363,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:51.189Z,2026-07-24T13:09:51.189Z
716c7c86-9049-4aa5-8bd1-6bf29ea466d4,68737946439,**** **** **** 9866,physical,amex,37828000,07/2031,07/31,true,false,,2026-07-31T01:28:08.813Z,2026-07-31T01:28:08.813Z
7224b046-f8d6-48d1-b0e8-1a0015fe0c94,77766655599,**** **** **** 8888,physical,visa,5981012,12/2032,12/32,true,false,,2026-07-23T01:31:05.773Z,2026-07-23T01:31:05.773Z
72d50051-51e6-44c4-b6aa-d76ea89ec998,42681570697,**** **** **** 2068,physical,hipercard,60628200,07/2031,07/31,true,false,,2026-07-27T03:39:40.791Z,2026-07-27T03:39:40.791Z
73b95a9b-fd68-45dc-a0fc-7ab75726a9b5,08025476561,**** **** **** 8360,physical,amex,37828000,07/2031,07/31,false,false,,2026-08-15T00:45:46.435Z,2026-08-15T00:45:46.435Z
73c6153b-8967-4b77-a088-8807f4ec8973,45116448614,**** **** **** 8248,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:47.478Z,2026-07-24T13:09:47.478Z
75a36845-f93e-4409-9661-eee6b4dba4e6,19231521659,**** **** **** 9842,physical,elo,506711,07/2031,07/31,true,false,,2026-07-23T02:00:02.458Z,2026-07-23T02:00:02.458Z
76411a7f-9db3-4ff0-b6d4-121261ccbc7b,24930613945,**** **** **** 2648,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:49.895Z,2026-07-24T13:09:49.895Z
780a210c-8677-4b22-9ba0-61020506fe16,20092389589,**** **** **** 8413,physical,hipercard,60628200,07/2031,07/31,true,false,,2026-08-12T23:40:40.388Z,2026-08-12T23:40:40.388Z
78f6bcaf-9c19-4f1f-bf0e-e3325a7b75dc,84979979998,**** **** **** 4972,physical,amex,37828000,07/2031,07/31,false,false,,2026-08-17T00:11:24.157Z,2026-08-17T00:11:24.157Z
7a21508b-927f-4780-93d6-45870d92807e,81698023189,**** **** **** 4377,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:46.897Z,2026-07-24T13:09:46.897Z
7c9f2890-349c-4efb-8e52-ef857ec82420,58480256907,**** **** **** 7566,physical,amex,37828000,07/2031,07/31,false,false,,2026-07-29T23:49:44.596Z,2026-07-29T23:49:44.596Z
7eaa6630-9077-463c-b77b-f4f55b90503f,82499572612,**** **** **** 7284,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:50.423Z,2026-07-24T13:09:50.423Z
7ee15423-3598-4089-ac0d-06de7552269e,53281863159,**** **** **** 2322,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:47.198Z,2026-07-24T13:09:47.198Z
8053652b-b458-4d18-9c45-fe6bc2f2e61d,18642038977,**** **** **** 2988,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-08-17T00:32:41.258Z,2026-08-17T00:32:41.258Z
82ed40e2-2ca3-4f24-8ab8-65338b03e18f,42111679011,**** **** **** 0938,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T02:11:30.127Z,2026-07-24T02:11:30.127Z
88175637-433f-4b47-b052-333cee33360f,73129536620,**** **** **** 1259,physical,visa,45767460,07/2031,07/31,true,false,,2026-07-24T02:12:41.283Z,2026-07-24T02:12:41.283Z
8831c43e-5128-4194-b32f-326262640f2d,05458223608,**** **** **** 4139,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:49.543Z,2026-07-24T13:09:49.543Z
88ae61cf-d914-4b12-8148-68e7cbb137dc,43204282856,**** **** **** 3719,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:50.639Z,2026-07-24T13:09:50.639Z
8ab66114-fa95-4303-a1e2-9038ebd3593f,90917191782,**** **** **** 2107,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:48.929Z,2026-07-24T13:09:48.929Z
8b857bb6-6061-4234-8412-8a40097ee623,42194343806,**** **** **** 6097,physical,visa,45767460,07/2031,07/31,true,false,,2026-07-24T02:13:29.840Z,2026-07-24T02:13:29.840Z
8d0dad06-1e74-4b8a-9e69-017e2e935570,19983621512,**** **** **** 6893,physical,mastercard,5981012,07/2031,07/31,true,false,,2026-07-15T21:30:31.339Z,2026-07-15T21:30:31.339Z
8dc1e6e2-5895-4bb2-a44b-eaea262183d6,68141495240,**** **** **** 4082,physical,elo,65050666,07/2031,07/31,false,false,,2026-07-24T16:52:02.965Z,2026-07-24T16:52:02.965Z
8ea47f36-fb77-4147-8688-23335710d985,77355277308,**** **** **** 4884,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:48.217Z,2026-07-24T13:09:48.217Z
940f26ff-066e-4986-bd3c-b0e275310290,12558823280,**** **** **** 2294,physical,visa,45767460,07/2031,07/31,false,false,,2026-08-03T23:33:29.717Z,2026-08-03T23:33:29.717Z
993ae6c7-619b-4a03-8b61-df9ccd535f34,74929424194,**** **** **** 1623,physical,visa,45767460,07/2031,07/31,true,false,,2026-08-01T02:39:13.787Z,2026-08-01T02:39:13.787Z
9a25409b-085b-42ca-a987-99242048bd08,26775244657,**** **** **** 0200,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:51.040Z,2026-07-24T13:09:51.040Z
9b046e65-7fe3-4bb3-ac35-ec09b70c7cf2,17334727380,**** **** **** 6600,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:47.362Z,2026-07-24T13:09:47.362Z
9b2f911b-f4a6-4b9f-b1c7-a0b2c34443df,84823321987,**** **** **** 7750,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:47.773Z,2026-07-24T13:09:47.773Z
9d30af32-095c-43b5-916a-92581fba0aac,07154153601,**** **** **** 2268,physical,hipercard,60628200,07/2031,07/31,false,false,,2026-08-15T00:45:26.478Z,2026-08-15T00:45:26.478Z
a047aba9-a325-4dd4-8ef6-dc9e12b80c53,42975897884,**** **** **** 2979,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:49.685Z,2026-07-24T13:09:49.685Z
a0b41410-3244-493e-9019-7ac75194d251,28818393472,**** **** **** 5584,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:50.951Z,2026-07-24T13:09:50.951Z
a0b64174-b10b-44ad-b087-3090d3531dc1,24662236606,**** **** **** 6437,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:47.545Z,2026-07-24T13:09:47.545Z
a51a33cb-988a-4d96-90f8-1ec1110786c4,75775457404,**** **** **** 9579,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:50.453Z,2026-07-24T13:09:50.453Z
a867d061-1584-47b3-b4eb-3582fb8a6021,71078566429,**** **** **** 5480,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:48.881Z,2026-07-24T13:09:48.881Z
a9562be8-8d2b-4769-9777-9e74bc55c988,57855482407,**** **** **** 6677,physical,visa,45767460,07/2031,07/31,true,false,,2026-08-14T23:43:29.253Z,2026-08-14T23:43:29.253Z
ab46e407-9bfc-46a1-bb9d-fa0ad5eb108e,46945365409,**** **** **** 2328,physical,visa,45767460,07/2031,07/31,true,false,,2026-07-29T23:48:47.340Z,2026-07-29T23:48:47.340Z
ac51d7d1-7a9e-4ae5-a73b-dccbe946e9f9,23626419533,**** **** **** 5864,physical,mastercard,54427460,07/2031,07/31,false,false,,2026-07-29T23:48:35.668Z,2026-07-29T23:48:35.668Z
ae8d2c2c-ec5d-4d17-bfbc-91026d642126,96873928860,**** **** **** 1907,physical,visa,45767460,07/2031,07/31,false,false,,2026-08-04T22:39:36.052Z,2026-08-04T22:39:36.052Z
aff34b93-4c87-4a5d-97d9-de0b1c0aad2d,64866656883,**** **** **** 1894,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:51.070Z,2026-07-24T13:09:51.070Z
b1fdcc2c-c54d-41ec-be92-b543c3bb3c1b,24719788947,**** **** **** 0554,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:51.100Z,2026-07-24T13:09:51.100Z
b3d1a377-9470-455e-b32b-03639bc360f9,88339779788,**** **** **** 2955,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:48.815Z,2026-07-24T13:09:48.815Z
b4df2ab5-4a35-425a-bbe2-495431feaf3f,07817267197,**** **** **** 0990,physical,visa,42031060,07/2031,07/31,true,false,,2026-07-21T01:26:41.698Z,2026-07-21T01:26:41.698Z
b6ec366c-f31c-4a1f-b231-fcd3f336bba6,77766655544,**** **** **** 2723,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:49.595Z,2026-07-24T13:09:49.595Z
bc28d241-81c2-4845-96b2-cff5b176fadc,41689983639,**** **** **** 1307,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:47.018Z,2026-07-24T13:09:47.018Z
bc6d1ad6-af03-4988-937f-5a8c3f2e5d93,72856446096,**** **** **** 7924,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:49.936Z,2026-07-24T13:09:49.936Z
be4bd3c9-50cf-4d49-b000-1bc1cf03f8d9,27646660477,**** **** **** 5268,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:49.051Z,2026-07-24T13:09:49.051Z
beceadf0-f552-4f50-8eea-06a5c9f28ea9,41649264658,**** **** **** 0156,physical,elo,65050666,07/2031,07/31,true,false,,2026-07-31T01:27:50.194Z,2026-07-31T01:27:50.194Z
c1a5f9c0-c065-46e5-b7b9-6c26e07bf5ef,15351515369,**** **** **** 5042,physical,elo,65050666,07/2031,07/31,false,false,,2026-07-31T01:28:14.945Z,2026-07-31T01:28:14.945Z
c262dfd8-9bc1-45f1-9bcd-49349bdb0113,11879646706,**** **** **** 3509,physical,elo,65050666,07/2031,07/31,true,false,,2026-07-24T17:07:38.906Z,2026-07-24T17:07:38.906Z
c576bf55-34d8-4974-93b2-241c67f1f65b,44444444444,**** **** **** 5291,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:50.251Z,2026-07-24T13:09:50.251Z
c79e2169-4feb-4dc7-aff2-e958244397e6,51742065392,**** **** **** 4990,physical,visa,45767460,07/2031,07/31,true,false,,2026-07-31T01:28:26.020Z,2026-07-31T01:28:26.020Z
c88fa6b9-4566-414c-9797-42b8f71d7e75,34272175349,**** **** **** 0111,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:48.603Z,2026-07-24T13:09:48.603Z
c95aa59f-2db5-49de-8677-fc934ebbbceb,66655544433,**** **** **** 6139,virtual,amex,378211,10/2032,10/32,true,false,Cartao Virtual Gerado,2026-07-23T01:41:42.907Z,2026-07-23T01:41:42.907Z
c96a7120-334e-4c67-bf6c-d8f45d84c861,88888888888,**** **** **** 2389,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:50.549Z,2026-07-24T13:09:50.549Z
c9973608-6833-4fda-a27d-ac2f370648f5,73012176728,**** **** **** 6141,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:49.976Z,2026-07-24T13:09:49.976Z
cc8df1d0-ebb6-47e9-a5c7-2c7da8599436,66655544433,**** **** **** 8901,physical,amex,378211,10/2032,10/32,false,false,,2026-07-23T01:41:42.907Z,2026-07-23T01:41:42.907Z
cccfbf5c-b489-4a34-9a6c-f356a4abcc26,85246671844,**** **** **** 1185,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:51.011Z,2026-07-24T13:09:51.011Z
ce488c43-0c0e-4e0b-8a4d-fc97ab4bed8f,77551164685,**** **** **** 2788,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:48.331Z,2026-07-24T13:09:48.331Z
cf130d4c-148d-4938-8e65-e43545d0f940,88877766655,**** **** **** 1203,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:50.518Z,2026-07-24T13:09:50.518Z
cf562e0f-72c8-4a7b-bc20-b7b8aeedffe4,87588846615,**** **** **** 8322,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:50.855Z,2026-07-24T13:09:50.855Z
d2770fa2-8a66-47db-a9b0-ff02e8a09e92,17058588562,**** **** **** 7312,physical,hipercard,60628200,07/2031,07/31,true,false,,2026-08-03T23:33:47.767Z,2026-08-03T23:33:47.767Z
d2e2d1d4-9d9b-4e7b-888d-56699a0b1097,98215828507,**** **** **** 4721,physical,visa,45767460,07/2031,07/31,true,false,,2026-07-29T23:50:15.896Z,2026-07-29T23:50:15.896Z
d351849d-c855-4b92-9f6f-4c9b1ad51abe,64332859618,**** **** **** 1435,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:47.996Z,2026-07-24T13:09:47.996Z
d3b8d734-8d3b-48d0-8d60-701d0a8dc22e,27234768980,**** **** **** 2381,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:48.152Z,2026-07-24T13:09:48.152Z
d48a4106-0a4a-4f08-a7a2-efc4efae7de6,29910306743,**** **** **** 3970,physical,elo,65050666,07/2031,07/31,false,false,,2026-08-04T18:15:42.675Z,2026-08-04T18:15:42.675Z
d56c4808-0f98-4adc-90f6-4536f2a99400,57673944623,**** **** **** 1068,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:49.813Z,2026-07-24T13:09:49.813Z
d8e99764-1d84-458b-88ea-aded0a9d8434,51243235758,**** **** **** 2887,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:50.319Z,2026-07-24T13:09:50.319Z
d95bdfde-b8ba-4ca2-9732-ef15ab4b1442,43838315910,**** **** **** 5189,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:48.106Z,2026-07-24T13:09:48.106Z
dbee22a5-44ea-470b-a1e9-aa9d5744d3e5,92808200609,**** **** **** 7909,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-08-17T00:09:41.040Z,2026-08-17T00:09:41.040Z
df7bd7a7-ea9c-4ea4-b06e-2df5dfe38f18,02915062919,**** **** **** 3754,physical,elo,65050666,07/2031,07/31,false,false,,2026-07-29T23:49:02.082Z,2026-07-29T23:49:02.082Z
e089db16-27c7-41be-8bf7-adab89f382fb,27888186700,**** **** **** 1150,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:50.789Z,2026-07-24T13:09:50.789Z
e273cfec-cb3b-49b2-9149-ae7125e1cb05,34310951783,**** **** **** 0604,physical,hipercard,60628200,07/2031,07/31,false,false,,2026-07-27T03:39:18.413Z,2026-07-27T03:39:18.413Z
e311d417-7fd8-409d-a8a9-e955bbe567e7,37810513150,**** **** **** 5511,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:47.865Z,2026-07-24T13:09:47.865Z
e4118459-637d-470c-b8f5-80e99610f550,66414169091,**** **** **** 9232,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:49.853Z,2026-07-24T13:09:49.853Z
e592c8e7-7074-432b-b752-e8bd3eb8c743,12424713839,**** **** **** 2410,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:48.554Z,2026-07-24T13:09:48.554Z
e864fadc-57ef-410d-9ea1-f623178b3d69,15803041416,**** **** **** 1556,physical,hipercard,60628200,07/2031,07/31,false,false,,2026-08-09T01:55:31.615Z,2026-08-09T01:55:31.615Z
eb0b641a-cc58-4e47-bcc5-5e5851896bae,12345678909,**** **** **** 2353,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-21T01:29:50.221Z,2026-07-21T01:29:50.221Z
ebb78929-1947-474e-a8b3-d380fb9428d2,41750109719,**** **** **** 2208,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-08-17T00:10:27.754Z,2026-08-17T00:10:27.754Z
ee3771eb-7a0e-4bb2-84c5-7c990c32aa39,76925831102,**** **** **** 0889,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:50.888Z,2026-07-24T13:09:50.888Z
f10cb677-5bb4-4567-b70c-a4e8a5000a75,16266323249,**** **** **** 1125,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:47.645Z,2026-07-24T13:09:47.645Z
f241edb7-7dc2-4739-9609-9e1cd9f85dbf,09056318624,**** **** **** 6592,physical,elo,65050666,07/2031,07/31,true,false,,2026-08-17T00:11:38.267Z,2026-08-17T00:11:38.267Z
f252f583-bbf9-4871-851c-021d078d1016,28832869497,**** **** **** 9077,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-07-24T13:09:50.381Z,2026-07-24T13:09:50.381Z
f351a39a-6624-4a12-8571-5d0d15af36ec,76782744325,**** **** **** 6613,physical,visa,45767460,07/2031,07/31,false,false,,2026-08-01T02:39:20.140Z,2026-08-01T02:39:20.140Z
f56a6d48-ca1d-4c6a-a224-b0ce72c71591,95167270006,**** **** **** 5475,physical,mastercard,54427460,07/2031,07/31,true,false,,2026-08-01T02:39:32.842Z,2026-08-01T02:39:32.842Z
