id,full_name,cpf,email,balance,pix_daily_limit,is_blocked,role,created_at,updated_at,username,profile_description,show_stories_popup,credit_card_due_date,credit_card_invoice_due_date,credit_card_available_limit,credit_card_total_limit,credit_card_points_balance,credit_card_is_blocked,account_status,days_overdue,credit_card_due_day,invoice_last_closed_date,login_attempts,card_expiry,card_delivery_status,card_is_activated,profile_message,birth_date,age,has_tutor,tutor_name,tutor_cpf,tutor_relationship,country_origin,address_cep,address_street,address_number,address_complement,address_neighborhood,address_city,address_state,card_brand,card_due_day,overdue_status
0adde0d7-846d-47da-92a9-535160cf3840,Giulia Russo,74929424194,giuliarusso@fintech.com,1001.85,3532.45,false,user,2026-08-01T05:39:13.787Z,2026-08-20T03:00:02.455Z,,,true,,2026-09-15T21:00:00.000Z,4726.26,8998.41,0,false,inadimplente,35,15,,0,,unlocked,true,,1981-09-26T03:00:00.000Z,45,false,,,,Itália,00186,Via Montenapoleone,200,,Brera,Napoles,Campania,VISA,15,EM_ATRASO_30D
0b364ff5-0d31-43e9-8929-1268718d4313,Santiago Gomez,11879646706,santiagogomez@fintech.com,3569.54,5439.14,false,user,2026-07-24T20:07:38.906Z,2026-08-14T01:04:33.871Z,,,true,,2026-09-10T21:00:00.000Z,571.06,2971.06,0,false,adimplente,0,10,,0,,unlocked,true,,2000-12-07T02:00:00.000Z,26,false,,,,Argentina,C1005,Avenida Colon,632,,Palermo,Buenos Aires,CABA,ELO,10,EM_DIA
0bbec286-6d21-4180-a4fa-dc66e4d20bf3,Wei Li,84585226834,weili@fintech.com,5889.65,3215.09,false,user,2026-08-17T00:13:11.939Z,2026-08-20T03:00:00.401Z,,,true,,2026-09-05T18:00:00.000Z,13700.60,18290.43,0,false,inadimplente,19,5,,0,,manufacturing,false,,1972-09-23T03:00:00.000Z,54,false,,,,China,200030,Rua Beijing Road,614,,Yuexiu,Guangzhou,Xangai,HIPERCARD,5,EM_ATRASO_30D
0f7d088d-5fa1-4064-8838-23f6369e7ad1,Blandine Fabre,17693911189,Blandine_Fabre@yahoo.fr,2000.00,2000.00,false,customer,2026-07-20T01:54:15.316Z,2026-08-20T03:00:04.649Z,,,true,,2026-09-15T18:00:00.000Z,3577.18,5000.00,0,false,inadimplente,10,15,,0,07/31,unlocked,true,"Cartão em produção. Criado em 19/07/2026, 22:54 UTC. Validade: 07/31, CVV: 189",,,false,,,,Brasil,,,,,,,,MASTERCARD,10,EM_ATRASO_15D
15257bfe-6ee4-4f6c-89d5-30098c5aad72,Alessandro Ferrari,36072364535,alessandroferrari@fintech.com,8430.97,3553.51,false,user,2026-08-04T18:15:20.260Z,2026-08-20T03:00:03.452Z,,,true,,2026-09-05T18:00:00.000Z,11138.91,15598.73,0,false,inadimplente,31,5,,0,,manufacturing,false,,1995-08-19T03:00:00.000Z,31,false,,,,Itália,00186,Via Roma,641,,Centro Storico,Milao,Lombardia,MASTERCARD,5,EM_ATRASO_30D
19107736-d780-4452-930c-d902a3d8e7df,Coy Schmeler,66414169091,Beverly56@yahoo.com,2000.00,2000.00,false,customer,2026-07-04T05:51:07.722Z,2026-08-20T03:00:01.523Z,,,true,,2026-09-15T18:00:00.000Z,3978.17,5000.00,0,false,inadimplente,10,15,,0,07/31,unlocked,true,Cartão de Crédito em Produção,,,false,,,,Brasil,,,,,,,,MASTERCARD,10,EM_ATRASO_15D
19187443-3a3e-4ceb-9658-f31e2e2bf828,Khalid Al-Zahrani,68737946439,khalidal-zahrani@fintech.com,7506.00,2475.31,false,user,2026-07-31T04:28:08.813Z,2026-08-20T03:00:02.697Z,,,true,,2026-09-25T21:00:00.000Z,7881.64,12107.46,0,false,inadimplente,36,25,,0,,unlocked,true,,1963-09-20T03:00:00.000Z,63,false,,,,Arábia Saudita,32414,Avenida King Fahd,515,,Al-Olaya,Dammam,Oriental,AMEX,25,EM_ATRASO_30D
194a76f8-c650-41ff-961e-7ebcc6231ac9,Hermine Duval,87588846615,Hermine_Duval98@hotmail.fr,2000.00,2000.00,false,customer,2026-07-19T03:18:28.848Z,2026-08-20T03:00:05.021Z,,,true,,2026-09-15T18:00:00.000Z,3713.25,5000.00,0,false,inadimplente,10,15,,0,07/31,unlocked,true,"Cartão em produção. Criado em 19/07/2026, 00:18 UTC. Validade: 07/31, CVV: 615",,,false,,,,Brasil,,,,,,,,MASTERCARD,10,EM_ATRASO_15D
196a4a62-2325-4d3a-a7ec-95e39d2d9791,Jeannel Aubry,77551164685,Jeannel_Aubry86@gmail.com,2000.00,2000.00,false,customer,2026-07-20T02:05:08.484Z,2026-08-20T03:00:03.724Z,,,true,,2026-09-15T18:00:00.000Z,0.00,5000.00,0,false,inadimplente,41,15,,0,07/31,unlocked,true,"Cartão em produção. Criado em 19/07/2026, 23:05 UTC. Validade: 07/31, CVV: 685",,,false,,,,Brasil,,,,,,,,MASTERCARD,10,EM_ATRASO_30D
19d2631d-f87e-4463-8340-1eb98526472a,Achaire Schmitt,44794065574,Achaire_Schmitt@hotmail.fr,2000.00,2000.00,false,customer,2026-07-19T10:04:40.944Z,2026-08-20T03:00:03.168Z,,,true,,2026-09-15T18:00:00.000Z,0.00,5000.00,0,false,inadimplente,41,15,,0,07/31,unlocked,true,"Cartão em produção. Criado em 19/07/2026, 07:04 UTC. Validade: 07/31, CVV: 574",,,false,,,,Brasil,,,,,,,,MASTERCARD,10,EM_ATRASO_30D
1b51a787-de07-4e7d-9bcd-df7799228a2c,Marcel Breton,84823321987,Marcel.Breton@yahoo.fr,2000.00,2000.00,false,customer,2026-07-22T04:28:49.633Z,2026-08-20T03:00:05.337Z,,,true,,2026-09-15T18:00:00.000Z,3559.83,5000.00,0,false,inadimplente,10,15,,0,07/31,unlocked,true,"Cartão em produção. Criado em 22/07/2026, 01:28 UTC. Validade: 07/31, CVV: 987",,,false,,,,Brasil,,,,,,,,MASTERCARD,10,EM_ATRASO_15D
1c652ea9-a59a-47d6-9a83-a1cd42a2d9d8,Juliana Lima Rezende,73129536620,julianalimarezende@fintech.com,5795.72,4058.48,false,user,2026-07-24T05:12:41.283Z,2026-08-20T03:00:04.144Z,,,true,,2026-09-15T21:00:00.000Z,4670.95,9374.93,0,false,inadimplente,41,15,,0,,unlocked,true,,1978-01-02T03:00:00.000Z,48,false,,,,Brasil,90010-000,Avenida Brigadeiro Faria Lima,815,,Copacabana,Belo Horizonte,RS,VISA,15,EM_ATRASO_30D
1dddfb0d-8406-436a-8ef1-59cf4bc7d421,Integration Test User,88888888888,test8@fintech.com,2000.00,2000.00,false,customer,2026-07-16T00:25:14.029Z,2026-08-20T03:00:02.151Z,,,true,,2026-09-15T18:00:00.000Z,3520.44,5000.00,0,false,inadimplente,10,15,,0,07/31,unlocked,true,"Cartão em produção. Criado em 15/07/2026, 21:25 UTC. Validade: 07/31, CVV: 888",,,false,,,,Brasil,,,,,,,,MASTERCARD,10,EM_ATRASO_15D
1e7efce4-7c15-4f57-8c28-47980719be96,Philothée Charles,24719788947,Philothee_Charles@hotmail.fr,2000.00,2000.00,false,customer,2026-07-21T00:26:22.751Z,2026-08-20T03:00:04.474Z,,,true,,2026-09-15T18:00:00.000Z,3690.30,5000.00,0,false,inadimplente,10,15,,0,07/31,unlocked,true,"Cartão em produção. Criado em 20/07/2026, 21:26 UTC. Validade: 07/31, CVV: 947",,,false,,,,Brasil,,,,,,,,MASTERCARD,10,EM_ATRASO_15D
1ff10e23-272e-4cbe-90c9-283b97d7307c,Isabela Rocha Carvalho,75775457404,isabelarochacarvalho@fintech.com,12429.42,3358.90,false,user,2026-07-23T04:26:23.255Z,2026-08-20T03:00:04.177Z,,,true,,2026-09-15T18:00:00.000Z,15718.70,21202.38,0,false,inadimplente,41,15,,0,,unlocked,true,,2002-05-22T03:00:00.000Z,24,false,,,,Brasil,22070-011,Rua das Flores,526,,Copacabana,Rio de Janeiro,RJ,ELO,20,EM_ATRASO_30D
1ffd3c2b-4f55-4efd-b230-aec044a7724a,Admin User,11111111111,admin@fintech.com,6500.09,2000.00,false,admin,2026-06-28T04:37:13.770Z,2026-08-20T01:58:07.325Z,,,true,08/30,2026-09-19T04:58:07.295Z,5000.00,5000.00,0,false,adimplente,0,15,,1,06/31,unlocked,true,Cartão de Crédito em Produção,,,false,,,,Brasil,,,,,,,,MASTERCARD,10,EM_DIA
215285fd-ca8f-4c84-97f6-8fbdad969067,Assomption Sanchez,95654548522,Assomption.Sanchez@hotmail.fr,2000.00,2000.00,false,customer,2026-07-09T21:29:00.381Z,2026-08-20T03:00:05.233Z,,,true,,2026-09-15T18:00:00.000Z,3795.29,5000.00,0,false,inadimplente,10,15,,0,07/31,unlocked,true,"Cartão em produção. Criado em 09/07/2026, 18:29 UTC. Validade: 07/31, CVV: 522",,,false,,,,Brasil,,,,,,,,MASTERCARD,10,EM_ATRASO_15D
23336b1e-bf4a-4c39-8e50-b46b9559f620,Marvin Dietrich,72856446096,Kraig.Erdman@yahoo.com,2000.00,2000.00,false,customer,2026-07-04T05:52:02.870Z,2026-08-20T03:00:02.031Z,,,true,,2026-09-15T18:00:00.000Z,0.00,5000.00,0,false,inadimplente,41,15,,0,07/31,unlocked,true,Cartão de Crédito em Produção,,,false,,,,Brasil,,,,,,,,MASTERCARD,10,EM_ATRASO_30D
240ecf13-e58a-4b53-a79f-e4261a0c2ea8,Mathilde Le gall,88339779788,Mathilde.Legall@hotmail.fr,2000.00,2000.00,false,customer,2026-07-24T03:47:08.181Z,2026-08-20T03:00:05.079Z,,,true,,2026-09-15T18:00:00.000Z,3946.67,5000.00,0,false,inadimplente,10,15,,0,07/31,unlocked,true,"Cartão em produção. Criado em 24/07/2026, 00:47 UTC. Validade: 07/31, CVV: 788",,,false,,,,Brasil,,,,,,,,MASTERCARD,10,EM_ATRASO_15D
28974b9f-0ff5-48d3-b07b-e0c1247bb33b,Hannah Fischer,95167270006,hannahfischer@fintech.com,11798.26,4998.44,false,user,2026-08-01T05:39:32.842Z,2026-08-14T00:31:15.024Z,,,true,,2026-09-20T21:00:00.000Z,18118.64,18545.37,0,false,adimplente,0,20,,0,,unlocked,true,,1967-03-08T03:00:00.000Z,59,false,,,,Alemanha,80539,Kurfuerstendamm,819,,Charlottenburg,Munique,Berlim,MASTERCARD,20,EM_DIA
2b5ed309-cdf5-4506-a079-24d46b2da29f,Xiu Ying Wang,96873928860,xiuyingwang@fintech.com,14183.32,4974.73,false,user,2026-08-04T22:39:36.052Z,2026-08-20T03:00:04.245Z,,,true,,2026-09-10T18:00:00.000Z,14716.55,19296.83,0,false,inadimplente,31,10,,0,,manufacturing,false,,1953-06-20T03:00:00.000Z,73,false,,,,China,510000,Avenida Jianguomen,798,,Yuexiu,Pequim,Xangai,VISA,10,EM_ATRASO_30D
2d7b906f-95be-4999-a2e1-622f2dbd07a2,Natália Moraes,93852856961,MariaLuiza_Reis@hotmail.com,2000.00,2000.00,false,customer,2026-07-04T05:43:59.446Z,2026-08-20T03:00:03.688Z,,,true,,2026-09-15T18:00:00.000Z,0.00,5000.00,0,false,inadimplente,41,15,,0,07/31,unlocked,true,Cartão de Crédito em Produção,,,false,,,,Brasil,,,,,,,,MASTERCARD,10,EM_ATRASO_30D
31f7e825-3f38-4686-a7ad-f9518c402dc6,Lei Chen,87111008855,leichen@fintech.com,8577.09,5716.55,false,user,2026-08-17T00:33:50.635Z,2026-08-17T00:33:50.715Z,,,true,,2026-09-10T18:00:00.000Z,19094.06,19908.99,0,false,adimplente,0,10,,0,,manufacturing,false,,1974-09-05T03:00:00.000Z,52,false,,,,China,510000,Rua Beijing Road,538,,Huangpu,Pequim,Xangai,MASTERCARD,10,EM_DIA
340556cc-a870-4592-97ee-c2fa58828c26,Alícia Barros,25713468361,Harmon37@hotmail.com,2000.00,2000.00,false,customer,2026-07-04T05:54:07.651Z,2026-08-20T03:00:00.756Z,,,true,,2026-09-15T18:00:00.000Z,3520.13,5000.00,0,false,inadimplente,10,15,,0,07/31,unlocked,true,Cartão de Crédito em Produção,,,false,,,,Brasil,,,,,,,,MASTERCARD,10,EM_ATRASO_15D
3573f631-8294-4f48-a2ae-60095181e246,Flavien Rodriguez,24662236606,Flavien_Rodriguez86@gmail.com,2000.00,2000.00,false,customer,2026-07-20T02:00:16.163Z,2026-08-20T03:00:00.484Z,,,true,,2026-09-15T18:00:00.000Z,0.00,5000.00,0,false,inadimplente,41,15,,0,07/31,unlocked,true,"Cartão em produção. Criado em 19/07/2026, 23:00 UTC. Validade: 07/31, CVV: 606",,,false,,,,Brasil,,,,,,,,MASTERCARD,10,EM_ATRASO_30D
35adbeeb-7788-4bd5-8734-129121ec5257,Camila Beatriz Santos,42111679011,camilabeatrizsantos@fintech.com,7110.18,3931.17,false,user,2026-07-24T05:11:30.127Z,2026-08-20T03:00:02.735Z,,,true,,2026-09-15T21:00:00.000Z,11539.86,17117.44,0,false,inadimplente,41,15,,0,,unlocked,true,,1998-08-23T03:00:00.000Z,28,false,,,,Brasil,01310-200,Avenida Brigadeiro Faria Lima,383,,Bela Vista,Rio de Janeiro,SP,MASTERCARD,15,EM_ATRASO_30D
36a80047-fe02-46fc-a891-e5c8c8ed2975,Sophia Grace Brown,49768246758,sophiagracebrown@fintech.com,8713.15,4176.21,false,user,2026-08-14T23:42:24.510Z,2026-08-14T23:42:24.600Z,,,true,,2026-09-20T18:00:00.000Z,14701.92,15623.91,0,false,adimplente,0,20,,0,,unlocked,true,,1974-01-06T03:00:00.000Z,52,false,,,,Estados Unidos,94102,Sunset Boulevard,798,,Hollywood,San Francisco,IL,HIPERCARD,20,EM_DIA
374ee9d6-4269-4ac6-a00a-75ad08bd0b58,Ming Zhang,92808200609,mingzhang@fintech.com,7549.73,5126.58,false,user,2026-08-17T00:09:41.040Z,2026-08-17T00:09:41.108Z,,,true,,2026-09-15T18:00:00.000Z,18949.11,19520.23,0,false,adimplente,0,15,,0,,unlocked,true,,1955-03-13T03:00:00.000Z,71,false,,,,China,100004,Avenida Huaihai,190,,Huangpu,Xangai,Pequim,MASTERCARD,15,EM_DIA
37c4be24-02c2-4448-830a-95f94a2d7ddc,Flore Schmitt,16266323249,Flore_Schmitt23@hotmail.fr,8000.00,2000.00,false,customer,2026-07-21T04:48:32.644Z,2026-08-20T03:00:03.639Z,,,true,,2026-09-15T18:00:00.000Z,2576.84,5000.00,0,false,inadimplente,41,15,,0,07/31,unlocked,true,"Cartão em produção. Criado em 21/07/2026, 01:48 UTC. Validade: 07/31, CVV: 249",,,false,,,,Brasil,,,,,,,,MASTERCARD,10,EM_ATRASO_30D
37fe81ad-502e-4c16-b3b1-a6081022a09f,Fatima Al-Harbi,15351515369,fatimaal-harbi@fintech.com,2477.81,4497.43,false,user,2026-07-31T04:28:14.945Z,2026-08-14T00:31:14.938Z,,,true,,2026-09-20T21:00:00.000Z,5484.85,6400.50,0,false,adimplente,0,20,,0,,manufacturing,false,,1954-08-22T03:00:00.000Z,72,false,,,,Arábia Saudita,12836,Rua Corniche,734,,Al-Olaya,Riad,Meca,ELO,20,EM_DIA
389af752-5b24-4fe7-92a4-894a9eac1388,Absalon Olivier,43204282856,Absalon.Olivier55@yahoo.fr,2000.00,2000.00,false,customer,2026-07-20T17:29:47.874Z,2026-08-20T03:00:02.317Z,,,true,,2026-09-15T18:00:00.000Z,3529.58,5000.00,0,false,inadimplente,10,15,,0,07/31,unlocked,true,"Cartão em produção. Criado em 20/07/2026, 14:29 UTC. Validade: 07/31, CVV: 856",,,false,,,,Brasil,,,,,,,,MASTERCARD,10,EM_ATRASO_15D
3b0bf142-2147-4b29-b644-6f23c325dab0,Mariana Costa Silva,12902848900,marianacostasilva@fintech.com,4954.18,5137.81,false,user,2026-07-24T03:47:09.969Z,2026-08-20T03:00:01.622Z,,,true,,2026-09-15T18:00:00.000Z,14760.25,15619.97,0,false,inadimplente,10,15,,0,,unlocked,true,,1995-12-28T02:00:00.000Z,31,false,,,,Brasil,30130-010,Avenida Paulista,295,,Centro,Sao Paulo,RJ,VISA,20,EM_ATRASO_15D
3cbe304b-61a0-4199-9901-937130c71de7,Paula Barros,33522298364,Caio_Saraiva@gmail.com,2000.00,2000.00,false,customer,2026-07-04T05:47:06.852Z,2026-08-20T03:00:05.428Z,,,true,,2026-09-15T18:00:00.000Z,3296.23,5000.00,0,false,inadimplente,10,15,,0,07/31,unlocked,true,Cartão de Crédito em Produção,,,false,,,,Brasil,,,,,,,,MASTERCARD,10,EM_ATRASO_15D
3ce99a8b-5320-4473-aaae-9781664762bb,Adrienne Giraud,07817267197,Adrienne_Giraud@yahoo.fr,2000.00,2000.00,false,customer,2026-07-05T03:08:59.433Z,2026-08-20T03:00:02.660Z,,,true,,2026-09-15T18:00:00.000Z,4597.04,5000.00,0,false,inadimplente,10,15,,0,07/31,unlocked,true,Cartão de Crédito em Produção,,,false,,,,Brasil,,,,,,,,MASTERCARD,10,EM_ATRASO_15D
3d7cc370-f2f1-4ab9-819c-030343956376,Marli Carvalho,80417045181,Yago.Silva38@gmail.com,2000.00,2000.00,false,customer,2026-07-04T05:45:02.245Z,2026-08-20T03:00:05.740Z,,,true,,2026-09-15T18:00:00.000Z,3646.27,5000.00,0,false,inadimplente,10,15,,0,07/31,unlocked,true,Cartão de Crédito em Produção,,,false,,,,Brasil,,,,,,,,MASTERCARD,10,EM_ATRASO_15D
3df503f4-a4cb-40a7-82ea-8e2bf5a81e77,Paulette Jean,61369613180,Paulette.Jean58@hotmail.fr,2000.00,2000.00,false,customer,2026-07-23T02:16:42.515Z,2026-08-20T03:00:00.717Z,,,true,,2026-09-15T18:00:00.000Z,3352.67,5000.00,0,false,inadimplente,10,15,,0,07/31,unlocked,true,"Cartão em produção. Criado em 22/07/2026, 23:16 UTC. Validade: 07/31, CVV: 180",,,false,,,,Brasil,,,,,,,,MASTERCARD,10,EM_ATRASO_15D
4178c527-114a-4a34-ae42-7f5e1b062f9e,Yuki Takahashi,77148062578,yukitakahashi@fintech.com,9347.12,5553.64,false,user,2026-08-01T05:38:53.780Z,2026-08-19T00:27:21.239Z,,,true,,2026-09-25T21:00:00.000Z,6894.82,7390.89,0,false,adimplente,0,25,,0,,manufacturing,false,,1960-03-01T03:00:00.000Z,66,false,,,,Japão,542-0071,Avenida Marunouchi,510,,Chuo-ku,Toquio,Toquio,HIPERCARD,25,EM_DIA
44418bf6-6d9d-49b6-85de-b08f25a424d2,Test User,77777777777,test7@fintech.com,2000.00,2000.00,false,customer,2026-07-15T21:46:03.298Z,2026-08-20T03:00:02.272Z,,,true,,2026-09-15T18:00:00.000Z,0.00,5000.00,0,false,inadimplente,41,15,,0,07/31,unlocked,true,"Cartão em produção. Criado em 15/07/2026, 18:46 UTC. Validade: 07/31, CVV: 777",,,false,,,,Brasil,,,,,,,,MASTERCARD,10,EM_ATRASO_30D
45d02739-f24b-4ffc-9029-7dad449d3f11,Felix Weber,42681570697,felixweber@fintech.com,6756.02,3227.54,false,user,2026-07-27T06:39:40.791Z,2026-08-20T03:00:02.196Z,,,true,,2026-09-20T21:00:00.000Z,4277.26,8791.48,0,false,inadimplente,39,20,,0,,unlocked,true,,1999-12-21T02:00:00.000Z,27,false,,,,Alemanha,10117,Kurfuerstendamm,344,,Mitte,Munique,Berlim,HIPERCARD,20,EM_ATRASO_30D
46054889-484f-4b36-9576-be91a98cc362,Jean Dupont,26700822386,jeandupont@fintech.com,4678.70,1290.48,false,user,2026-08-06T01:49:53.391Z,2026-08-20T03:00:04.279Z,,,true,,2026-09-15T18:00:00.000Z,0.00,3090.68,0,false,inadimplente,30,15,,0,,manufacturing,false,,1947-07-15T03:00:00.000Z,79,false,,,,França,13001,Rue de Rivoli,236,,1er Arrondissement,Paris,Ile-de-France,HIPERCARD,15,EM_ATRASO_30D
4676e968-9e64-4bb5-b771-fb1929543b3c,Annonciade Poirier,38882777448,Annonciade.Poirier@hotmail.fr,2000.00,2000.00,false,customer,2026-07-19T03:39:10.205Z,2026-08-20T03:00:01.710Z,,,true,,2026-09-15T18:00:00.000Z,3602.09,5000.00,0,false,inadimplente,10,15,,0,07/31,unlocked,true,"Cartão em produção. Criado em 19/07/2026, 00:39 UTC. Validade: 07/31, CVV: 448",,,false,,,,Brasil,,,,,,,,MASTERCARD,10,EM_ATRASO_15D
46ccdcdb-6577-4755-a13e-fc52cb7f536b,Gabriel Vinicius Souza,19231521659,gabrielviniciussouza@fintech.com,8658.89,1474.67,false,user,2026-07-23T05:00:02.458Z,2026-08-20T03:00:04.020Z,,,true,,2026-09-15T18:00:00.000Z,7909.73,8781.25,0,false,inadimplente,10,15,,0,,unlocked,true,,1970-04-28T03:00:00.000Z,56,false,,,,Brasil,90010-000,Rua Augusta,483,,Consolacao,Salvador,RJ,ELO,25,EM_ATRASO_15D
4cf2179d-a4db-44ce-b307-94221ca29e34,Bruno Henrique Alves,42194343806,brunohenriquealves@fintech.com,5877.69,2579.49,false,user,2026-07-24T05:13:29.840Z,2026-08-18T01:24:29.274Z,,,true,,2026-09-15T21:00:00.000Z,3227.11,3227.11,0,false,adimplente,0,15,,0,,unlocked,true,,1981-08-24T03:00:00.000Z,45,false,,,,Brasil,01310-200,Avenida Paulista,551,,Centro,Salvador,PR,VISA,15,EM_DIA
4d6efa1b-ca4e-4570-9574-65fd62508a6c,Lukas Schneider,17058588562,lukasschneider@fintech.com,9296.61,5681.38,false,user,2026-08-03T23:33:47.767Z,2026-08-03T23:33:48.448Z,,,true,,2026-09-25T18:00:00.000Z,15847.32,16604.02,0,false,adimplente,0,25,,0,,unlocked,true,,1974-06-18T03:00:00.000Z,52,false,,,,Alemanha,10117,Kaufingerstrasse,500,,Altstadt,Munique,Baviera,HIPERCARD,25,EM_DIA
5142df85-f8db-430a-95e6-14985c040b10,Laurine Maillard,92454501635,Laurine.Maillard@hotmail.fr,2000.00,2000.00,false,customer,2026-07-24T03:04:26.279Z,2026-08-20T03:00:05.550Z,,,true,,2026-09-15T18:00:00.000Z,123.26,5000.00,0,false,inadimplente,41,15,,0,07/31,unlocked,true,"Cartão em produção. Criado em 24/07/2026, 00:04 UTC. Validade: 07/31, CVV: 635",,,false,,,,Brasil,,,,,,,,MASTERCARD,10,EM_ATRASO_30D
